분석기간,분석유형,기준년월,기초지자체,중분류,소비액(천원),전년도 지출액,대분류,대분류 지출액 비율,중분류 지출액 비율,행정동명,비율(%),지역명
202101-202112,관광소비 추이,202109.0,수원시 팔달구,관광총소비,89857560.0,87666571.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,관광총소비,104874937.0,107096980.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,관광총소비,107439796.0,107957994.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,관광총소비,97967839.0,73018086.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,호텔,321576.0,983996.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,캠핑장/펜션,24979.0,42106.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,기타숙박,852404.0,1339848.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,여행업,9464.0,221508.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,렌터카,149854.0,158002.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,대형쇼핑몰,43987406.0,45685505.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,레저용품쇼핑,516455.0,690856.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,기타관광쇼핑,11476177.0,11602542.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,관광유원시설,15124.0,27872.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,기타레저,579001.0,1888622.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,문화서비스,96128.0,636865.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,육상운송,3064754.0,4128170.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,골프장,112407.0,145782.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,의료관광,752933.0,1216058.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,뷰티,2277398.0,2577244.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,일반외식업,19021324.0,36092851.0,,,,,,
202101-202112,관광소비 추이,202101.0,수원시 팔달구,제과음료업,2845055.0,4461742.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,호텔,518799.0,995189.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,캠핑장/펜션,21316.0,16740.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,기타숙박,775070.0,973977.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,여행업,18184.0,71125.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,렌터카,56070.0,84659.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,대형쇼핑몰,36327961.0,30218158.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,레저용품쇼핑,578721.0,515853.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,기타관광쇼핑,11938609.0,9225753.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,관광유원시설,51641.0,5372.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,골프장,427744.0,385384.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,기타레저,884937.0,1482466.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,문화서비스,148734.0,373779.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,육상운송,3073495.0,3457757.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,의료관광,799250.0,928431.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,뷰티,2150804.0,2093398.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,일반외식업,21829784.0,26195557.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,제과음료업,3713259.0,3594043.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,호텔,693438.0,299038.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,캠핑장/펜션,23462.0,17759.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,기타숙박,850905.0,829484.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,여행업,24256.0,21741.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,렌터카,219097.0,113879.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,대형쇼핑몰,40654883.0,28319266.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,레저용품쇼핑,754243.0,639134.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,기타관광쇼핑,11932059.0,9357477.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,관광유원시설,23683.0,9961.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,골프장,836812.0,691340.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,기타레저,1023052.0,1191980.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,문화서비스,149884.0,141456.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,육상운송,3393009.0,3343980.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,의료관광,1037291.0,928775.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,뷰티,2233641.0,1970159.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,일반외식업,25699410.0,23405971.0,,,,,,
202101-202112,관광소비 추이,202103.0,수원시 팔달구,제과음료업,4280246.0,3530944.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,호텔,974246.0,357126.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,캠핑장/펜션,18477.0,13189.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,기타숙박,775448.0,862150.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,여행업,2846.0,21489.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,렌터카,129594.0,263896.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,대형쇼핑몰,39156122.0,34171686.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,레저용품쇼핑,844264.0,924745.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,기타관광쇼핑,11958372.0,9864431.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,관광유원시설,39401.0,5473.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,골프장,1041547.0,735278.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,기타레저,1010363.0,1290106.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,문화서비스,143457.0,101817.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,육상운송,3260823.0,3112779.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,의료관광,904108.0,850670.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,뷰티,2319049.0,2239507.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,일반외식업,25824889.0,27865272.0,,,,,,
202101-202112,관광소비 추이,202104.0,수원시 팔달구,제과음료업,4322910.0,4008833.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,호텔,799606.0,692227.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,캠핑장/펜션,20263.0,24514.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,기타숙박,852920.0,1015885.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,여행업,1301.0,35531.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,렌터카,90442.0,81163.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,대형쇼핑몰,49043561.0,42157149.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,레저용품쇼핑,851337.0,1311814.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,기타관광쇼핑,12572825.0,11470895.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,관광유원시설,39516.0,44408.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,골프장,906472.0,771458.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,기타레저,1082897.0,1502756.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,문화서비스,201207.0,116093.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,육상운송,3293951.0,3011462.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,의료관광,964119.0,1161134.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,뷰티,2399456.0,2796472.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,일반외식업,28055248.0,32378634.0,,,,,,
202101-202112,관광소비 추이,202105.0,수원시 팔달구,제과음료업,4577370.0,4519208.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,호텔,967675.0,638935.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,캠핑장/펜션,17450.0,24145.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,기타숙박,803667.0,894971.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,여행업,9706.0,20191.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,렌터카,160096.0,106493.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,대형쇼핑몰,41799950.0,37455275.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,레저용품쇼핑,699719.0,946002.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,기타관광쇼핑,11528314.0,10606035.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,관광유원시설,48342.0,30590.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,골프장,1043325.0,856170.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,기타레저,1002211.0,1255039.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,문화서비스,230478.0,196474.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,육상운송,3443415.0,3101129.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,의료관광,1107961.0,1079872.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,뷰티,2440485.0,2510684.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,일반외식업,25605903.0,28559658.0,,,,,,
202101-202112,관광소비 추이,202106.0,수원시 팔달구,제과음료업,4271142.0,4136792.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,호텔,456697.0,601326.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,캠핑장/펜션,15059.0,17727.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,기타숙박,762302.0,1039060.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,여행업,16597.0,21882.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,렌터카,191180.0,264447.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,대형쇼핑몰,37489742.0,36052976.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,레저용품쇼핑,653228.0,772007.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,기타관광쇼핑,11706252.0,10617134.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,관광유원시설,23112.0,33634.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,골프장,932962.0,883847.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,기타레저,838355.0,1311513.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,문화서비스,261510.0,303716.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,육상운송,3748722.0,3289601.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,의료관광,920900.0,991152.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,뷰티,2582354.0,2664728.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,일반외식업,22268020.0,31671456.0,,,,,,
202101-202112,관광소비 추이,202107.0,수원시 팔달구,제과음료업,4185650.0,4390408.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,호텔,453329.0,495351.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,캠핑장/펜션,18723.0,20362.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,기타숙박,755103.0,1024597.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,여행업,19995.0,8276.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,렌터카,182441.0,87635.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,대형쇼핑몰,34036478.0,30902394.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,레저용품쇼핑,562360.0,572766.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,기타관광쇼핑,12076643.0,11126960.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,관광유원시설,54269.0,21009.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,골프장,1021985.0,772036.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,기타레저,817698.0,1034379.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,문화서비스,293468.0,400328.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,육상운송,3512673.0,3246642.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,의료관광,891996.0,924267.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,뷰티,2291922.0,2451820.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,일반외식업,21520654.0,28026598.0,,,,,,
202101-202112,관광소비 추이,202108.0,수원시 팔달구,제과음료업,4148947.0,3904301.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,호텔,498347.0,422310.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,캠핑장/펜션,17246.0,18113.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,기타숙박,742511.0,804739.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,여행업,47391.0,14615.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,렌터카,95286.0,171997.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,대형쇼핑몰,35774242.0,38880004.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,레저용품쇼핑,736137.0,669525.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,기타관광쇼핑,13905050.0,12771378.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,관광유원시설,63556.0,39436.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,골프장,1077663.0,850351.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,기타레저,900724.0,389790.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,문화서비스,209706.0,159554.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,육상운송,3659700.0,3327369.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,의료관광,1187673.0,1007430.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,뷰티,2534587.0,2126574.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,일반외식업,23892066.0,22478444.0,,,,,,
202101-202112,관광소비 추이,202109.0,수원시 팔달구,제과음료업,4515674.0,3534942.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,호텔,1030443.0,917215.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,캠핑장/펜션,14850.0,18470.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,기타숙박,829346.0,1007069.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,여행업,114623.0,21418.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,렌터카,84563.0,139454.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,대형쇼핑몰,43985033.0,47851795.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,레저용품쇼핑,923136.0,990305.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,기타관광쇼핑,12786686.0,11105378.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,관광유원시설,104468.0,81695.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,골프장,1266665.0,989729.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,기타레저,1075498.0,1141043.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,문화서비스,217437.0,254262.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,육상운송,3785307.0,3435705.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,의료관광,1003730.0,951186.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,뷰티,2764182.0,2307388.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,일반외식업,29953792.0,31347984.0,,,,,,
202101-202112,관광소비 추이,202110.0,수원시 팔달구,제과음료업,4935177.0,4536884.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,호텔,1081816.0,1082606.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,캠핑장/펜션,13258.0,19248.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,기타숙박,903126.0,953230.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,여행업,49584.0,11354.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,렌터카,228014.0,136199.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,대형쇼핑몰,43208701.0,53158324.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,레저용품쇼핑,925714.0,915950.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,기타관광쇼핑,12394843.0,11326237.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,관광유원시설,73445.0,32590.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,골프장,1156029.0,916908.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,기타레저,1533324.0,1203443.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,문화서비스,289570.0,183481.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,육상운송,3748114.0,3222007.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,의료관광,1117334.0,990964.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,뷰티,2269906.0,2202254.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,일반외식업,33839258.0,27919957.0,,,,,,
202101-202112,관광소비 추이,202111.0,수원시 팔달구,제과음료업,4607761.0,3683241.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,호텔,1500043.0,528947.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,캠핑장/펜션,25732.0,17167.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,기타숙박,877643.0,751770.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,여행업,23641.0,1377.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,렌터카,46894.0,161550.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,대형쇼핑몰,37749255.0,32938447.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,레저용품쇼핑,866954.0,691184.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,기타관광쇼핑,12606527.0,11183123.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,관광유원시설,32890.0,16576.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,골프장,856473.0,763461.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,기타레저,1228301.0,394911.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,문화서비스,269471.0,86581.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,육상운송,3791067.0,3240014.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,의료관광,1352512.0,989986.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,뷰티,2435186.0,2090080.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,일반외식업,29741725.0,16688664.0,,,,,,
202101-202112,관광소비 추이,202112.0,수원시 팔달구,제과음료업,4563526.0,2474247.0,,,,,,
202101-202112,관광소비 추이,202102.0,수원시 팔달구,면세점,0.0,991.0,,,,,,
202101-202112,업종별 지출액,,,기타관광쇼핑,,,쇼핑업,56.7,23.0,,,
202101-202112,업종별 지출액,,,대형쇼핑몰,,,쇼핑업,56.7,75.6,,,
202101-202112,업종별 지출액,,,레저용품쇼핑,,,쇼핑업,56.7,1.4,,,
202101-202112,업종별 지출액,,,면세점,,,쇼핑업,56.7,0.0,,,
202101-202112,업종별 지출액,,,기타숙박,,,숙박업,1.7,50.7,,,
202101-202112,업종별 지출액,,,캠핑장/펜션,,,숙박업,1.7,1.2,,,
202101-202112,업종별 지출액,,,호텔,,,숙박업,1.7,48.1,,,
202101-202112,업종별 지출액,,,일반외식업,,,식음료업,31.8,85.8,,,
202101-202112,업종별 지출액,,,제과음료업,,,식음료업,31.8,14.2,,,
202101-202112,업종별 지출액,,,골프장,,,여가서비스업,2.3,41.5,,,
202101-202112,업종별 지출액,,,관광유원시설,,,여가서비스업,2.3,2.2,,,
202101-202112,업종별 지출액,,,기타레저,,,여가서비스업,2.3,46.5,,,
202101-202112,업종별 지출액,,,문화서비스,,,여가서비스업,2.3,9.8,,,
202101-202112,업종별 지출액,,,여행업,,,여행업,0.0,100.0,,,
202101-202112,업종별 지출액,,,렌터카,,,운송업,3.9,3.8,,,
202101-202112,업종별 지출액,,,육상운송,,,운송업,3.9,96.2,,,
202101-202112,업종별 지출액,,,뷰티,,,의료웰니스업,3.6,70.4,,,
202101-202112,업종별 지출액,,,의료관광,,,의료웰니스업,3.6,29.6,,,
202101-202112,지역별 지출액,,,,,,,,,고등동,1.2,
202101-202112,지역별 지출액,,,,,,,,,매교동,0.7,
202101-202112,지역별 지출액,,,,,,,,,매산동,44.7,
202101-202112,지역별 지출액,,,,,,,,,우만1동,2.5,
202101-202112,지역별 지출액,,,,,,,,,우만2동,4.2,
202101-202112,지역별 지출액,,,,,,,,,인계동,34.0,
202101-202112,지역별 지출액,,,,,,,,,지동,2.4,
202101-202112,지역별 지출액,,,,,,,,,행궁동,6.1,
202101-202112,지역별 지출액,,,,,,,,,화서1동,1.7,
202101-202112,지역별 지출액,,,,,,,,,화서2동,2.4,
202101-202112,업종별 지출액,,,레저용품쇼핑,,,쇼핑업,17.7,1.2,,,
202101-202112,업종별 지출액,,,대형쇼핑몰,,,쇼핑업,17.7,64.0,,,
202101-202112,업종별 지출액,,,기타관광쇼핑,,,쇼핑업,17.7,34.7,,,
202101-202112,업종별 지출액,,,기타숙박,,,숙박업,61.6,10.1,,,
202101-202112,업종별 지출액,,,호텔,,,숙박업,61.6,89.8,,,
202101-202112,업종별 지출액,,,캠핑장/펜션,,,숙박업,61.6,0.1,,,
202101-202112,업종별 지출액,,,제과음료업,,,식음료업,13.1,8.5,,,
202101-202112,업종별 지출액,,,일반외식업,,,식음료업,13.1,91.5,,,
202101-202112,업종별 지출액,,,관광유원시설,,,여가서비스업,0.8,10.2,,,
202101-202112,업종별 지출액,,,문화서비스,,,여가서비스업,0.8,13.7,,,
202101-202112,업종별 지출액,,,골프장,,,여가서비스업,0.8,26.6,,,
202101-202112,업종별 지출액,,,기타레저,,,여가서비스업,0.8,49.5,,,
202101-202112,업종별 지출액,,,여행업,,,여행업,0.0,100.0,,,
202101-202112,업종별 지출액,,,렌터카,,,운송업,0.6,59.8,,,
202101-202112,업종별 지출액,,,육상운송,,,운송업,0.6,40.2,,,
202101-202112,업종별 지출액,,,의료관광,,,의료웰니스업,6.4,83.4,,,
202101-202112,업종별 지출액,,,뷰티,,,의료웰니스업,6.4,16.6,,,
202101-202112,지역별 지출액,,,,,,,,,,0.7,고등동
202101-202112,지역별 지출액,,,,,,,,,,0.2,매교동
202101-202112,지역별 지출액,,,,,,,,,,26.6,매산동
202101-202112,지역별 지출액,,,,,,,,,,0.7,우만1동
202101-202112,지역별 지출액,,,,,,,,,,3.8,우만2동
202101-202112,지역별 지출액,,,,,,,,,,64.1,인계동
202101-202112,지역별 지출액,,,,,,,,,,0.9,지동
202101-202112,지역별 지출액,,,,,,,,,,2.3,행궁동
202101-202112,지역별 지출액,,,,,,,,,,0.5,화서1동
202101-202112,지역별 지출액,,,,,,,,,,0.3,화서2동
202201-202212,관광소비 추이,202201.0,수원시 팔달구,관광총소비,97576889.0,86102439.0,,,,,,
202201-202212,관광소비 추이,202202.0,수원시 팔달구,관광총소비,77439749.0,83314379.0,,,,,,
202201-202212,관광소비 추이,202203.0,수원시 팔달구,관광총소비,91333067.0,93829370.0,,,,,,
202201-202212,관광소비 추이,202204.0,수원시 팔달구,관광총소비,108034256.0,92725917.0,,,,,,
202201-202212,관광소비 추이,202205.0,수원시 팔달구,관광총소비,123511089.0,105752491.0,,,,,,
202201-202212,관광소비 추이,202206.0,수원시 팔달구,관광총소비,111106986.0,95179839.0,,,,,,
202201-202212,관광소비 추이,202207.0,수원시 팔달구,관광총소비,114411021.0,87052642.0,,,,,,
202201-202212,관광소비 추이,202208.0,수원시 팔달구,관광총소비,106607353.0,82658684.0,,,,,,
202201-202212,관광소비 추이,202209.0,수원시 팔달구,관광총소비,113556410.0,89857560.0,,,,,,
202201-202212,관광소비 추이,202210.0,수원시 팔달구,관광총소비,130447410.0,104874937.0,,,,,,
202201-202212,관광소비 추이,202211.0,수원시 팔달구,관광총소비,109729631.0,107439796.0,,,,,,
202201-202212,관광소비 추이,202212.0,수원시 팔달구,관광총소비,123700616.0,97967839.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,호텔,956740.0,321576.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,캠핑장/펜션,19858.0,24979.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,기타숙박,807239.0,852404.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,여행업,19363.0,9464.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,렌터카,138731.0,149854.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,대형쇼핑몰,40236682.0,43987406.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,레저용품쇼핑,590121.0,516455.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,기타관광쇼핑,14189125.0,11476177.0,,,,,,
202201-202212,관광소비 추이,202201.0,수원시 팔달구,관광유원시설,60568.0,15124.0,,,,,,
